Mouse gene name	Gene name
Polr1a	POLR1A
Lrch4	LRCH4
Tmt1b	TMT1B
Fbxo21	FBXO21
Selenot	SELENOT
Vwa3a	VWA3A
Mir9-2	MIR9-2
Mef2c	MEF2C
Or5b12	OR5B12
Or5b12b	OR5B12
Or51v8	OR51V1
Or51v14	OR51V1
Or8k22	OR8K3
Or8k31-ps1	OR8K3
Or8k41	OR8K3
Or8k3b	OR8K3
Or8k32	OR8K3
Or8k28	OR8K3
Or8k25	OR8K3
Or8k35	OR8K3
Or8k37	OR8K3
Or8k3	OR8K3
Or8k33	OR8K3
Or8k30	OR8K3
Or8k40	OR8K3
Or8k38	OR8K3
Or8k39	OR8K3
Or8k27	OR8K3
Or8k24	OR8K3
Or9g4b	OR9G4
Ampd3	AMPD3
Srpk2	SRPK2
Supt3	SUPT3H
Rasa2	RASA2
Adamts20	ADAMTS20
Gm5737	SDR42E2
Gp6	GP6
Lrrc37	LRRC37B
Lrrc37a	LRRC37B
Mir140	MIR140
Clec18a	CLEC18A
Prdm8	PRDM8
Cd2ap	CD2AP
Pld1	PLD1
Rdh13	RDH13
Itga4	ITGA4
Fgf5	FGF5
Sypl	SYPL1
Opn5	OPN5
Tuba1c	TUBA1C
Slc16a10	SLC16A10
Nos1	NOS1
Kir3dl2	KIR2DL4
Kir3dl1	KIR2DL4
Mfsd4b1	MFSD4B
Mfsd4b4	MFSD4B
Mfsd4b5	MFSD4B
Cc2d2a	CC2D2A
Gas2	GAS2
Trpv1	TRPV1
Rev3l	REV3L
Foxi3	FOXI3
Tex37	SPMIP9
Tafa1	TAFA1
Rpia	RPIA
Pmpcb	PMPCB
Selenok	SELENOK
Igkc	IGKC
Scap	SCAP
Igkv6-29	IGKV4-1
Igkv8-21	IGKV4-1
Igkv8-34	IGKV4-1
Gm43218	IGKV4-1
Igkv6-14	IGKV4-1
Igkv6-17	IGKV4-1
Igkv6-23	IGKV4-1
Igkv6-13	IGKV4-1
Igkv8-18	IGKV4-1
Igkv6-15	IGKV4-1
Igkv8-24	IGKV4-1
Igkv8-30	IGKV4-1
Igkv8-16	IGKV4-1
Igkv8-28	IGKV4-1
Igkv6-32	IGKV4-1
Igkv6-25	IGKV4-1
Igkv7-33	IGKV4-1
Igkv8-26	IGKV4-1
Igkv8-27	IGKV4-1
Igkv8-19	IGKV4-1
Igkv6-20	IGKV4-1
Ubc	UBC
Gmcl1	GMCL1
Hif3a	HIF3A
Por	POR
H2ax	H2AX
Aplnr	APLNR
Htr3b	HTR3B
Ighv11-2	IGHV3OR16-13
Ighv16-1	IGHV3OR16-13
Ighv11-1	IGHV3OR16-13
Ighv4-1	IGHV3OR16-13
Kdm2b	KDM2B
Wwp2	WWP2
Ifitm1	IFITM2
Ifitm3	IFITM2
Ifitm2	IFITM2
Ifitm7	IFITM2
Mxd1	MXD1
Shisa5	SHISA5
Anapc15	ANAPC15
Rragd	RRAGD
Ankrd6	ANKRD6
Pcbp1	PCBP1
C87436	C2orf42
Ppp5c	PPP5C
Naa15	NAA15
Ccdc174	CCDC174
Dcaf17	DCAF17
Git2	GIT2
Phf7	PHF7
Cybrd1	CYBRD1
Lrrc51	LRRC51
Ccdc8	CCDC8
Ctns	CTNS
1700093K21Rik	C2orf74
Fem1a	FEM1A
Fem1al	FEM1A
Tmem50a	TMEM50A
Ticam1	TICAM1
BC005537	C6orf62
Plin3	PLIN3
Armh2	ARMH2
Dsp	DSP
Wdr6	WDR6
Maco1	MACO1
Stambp	STAMBP
Shpk	SHPK
Arrdc5	ARRDC5
Or5p80	OR5P3
Or5p57	OR5P3
Thegl	SPMAP2L
Hps5	HPS5
Uhrf1	UHRF1
Tax1bp3	TAX1BP3
Tsen15	TSEN15
Spink2	SPINK2
Emc6	EMC6
P2rx5	P2RX5
Prkar2b	PRKAR2B
Nomo1	NOMO2
Tkt	TKT
Galntl6	GALNTL6
Lrrc71	LRRC71
Hfe	HFE
Fmn2	FMN2
Spdye4a	SPDYE14
Spdye4b	SPDYE14
Uqcr11	UQCR11
Phtf2	PHTF2
Zfp420	ZNF721
Gm22567	RN7SL150P
Gtf2h1	GTF2H1
Wdr88	WDR88
Gypa	GYPB
Lrp3	LRP3
Slc7a10	SLC7A10
Abhd14a	ABHD14A
Tcerg1	TCERG1
Grem2	GREM2
Chst13	CHST13
Adamtsl4	ADAMTSL4
Cip2a	CIP2A
Itgae	ITGAE
Cebpg	CEBPG
Abcb9	ABCB9
Saa1	SAA1
Saa2	SAA1
Oaz1	OAZ1
Crbn	CRBN
Pou2af1	POU2AF1
Haspin	HASPIN
Socs3	SOCS3
Ptp4a2	PTP4A2
Lingo3	LINGO3
Syncrip	SYNCRIP
Pgs1	PGS1
Prodh2	PRODH2
Ugt2a1	UGT2A1
Mir34b	MIR34B
Mir34c	MIR34C
Layn	LAYN
Pet100	PET100
Pdxdc1	PDXDC1
Ctbp1	CTBP1
Stxbp2	STXBP2
Zfyve9	ZFYVE9
Tmem235	TMEM235
Sik2	SIK2
Cntn3	CNTN3
Grm8	GRM8
Btg4	BTG4
Hoatz	HOATZ
Lekr1	LEKR1
Pdpn	PDPN
Tmem86a	TMEM86A
P2rx4	P2RX4
Adprh	ADPRH
Pepd	PEPD
Dnah12	DNAH12
Mir592	MIR592
Ptpn5	PTPN5
Tmco4	TMCO4
Fbxl13	FBXL13
Cfap299	CFAP299
Spock1	SPOCK1
Klhl3	KLHL3
Bmp3	BMP3
Wnt9b	WNT9B
Prrt4	PRRT4
Prkg2	PRKG2
Polr2h	POLR2H
Gosr2	GOSR2
Chn2	CHN2
Mucl3	MUCL3
Bak1	BAK1
Klrh1	KLRC2
Klre1	KLRC2
Clec2m	KLRC2
Klri1	KLRC2
Klri2	KLRC2
Mir874	MIR874
Pcdha10	PCDHA4
Pcdha4	PCDHA4
Itpr3	ITPR3
Mrgprx2	MRGPRX2
Mrgprb8	MRGPRX2
Mrgprb2	MRGPRX2
Mrgprb1	MRGPRX2
Mrgprb5	MRGPRX2
Mrgpra2a	MRGPRX2
Mrgpra6	MRGPRX2
Mrgpra9	MRGPRX2
Mrgpra3	MRGPRX2
Mrgpra4	MRGPRX2
Mrgpra1	MRGPRX2
Mrgprb3	MRGPRX2
Mrgprx1	MRGPRX2
Mrgpra2b	MRGPRX2
Mrgprb4	MRGPRX2
Gm22365	RNU5A-2P
Gm23793	RNU5A-2P
Gm23102	RNU5A-2P
Mrgprx2	MRGPRX1
Mrgprb8	MRGPRX1
Mrgprb2	MRGPRX1
Mrgprb1	MRGPRX1
Mrgprb5	MRGPRX1
Mrgpra2a	MRGPRX1
Mrgpra6	MRGPRX1
Mrgpra9	MRGPRX1
Mrgpra3	MRGPRX1
Mrgpra4	MRGPRX1
Mrgpra1	MRGPRX1
Mrgprb3	MRGPRX1
Mrgprx1	MRGPRX1
Mrgpra2b	MRGPRX1
Mrgprb4	MRGPRX1
Marchf6	MARCHF6
Bmpr1b	BMPR1B
Cnot10	CNOT10
Jam3	JAM3
Csad	CSAD
Adgrb2	ADGRB2
Acvr1c	ACVR1C
Dgki	DGKI
Vps26b	VPS26B
Ntan1	NTAN1
Acvr1	ACVR1
Unc5c	UNC5C
Uqcc2	UQCC2
Ankrd33b	ANKRD33B
Thyn1	THYN1
Ip6k3	IP6K3
Mst1	MST1
Slit3	SLIT3
Lemd2	LEMD2
Rrn3	RRN3
Creb3l2	CREB3L2
Eif4e	EIF4E
Fam187b	FAM187B
Lmo3	LMO3
Usf2	USF2
Bicral	BICRAL
Acad8	ACAD8
Myl10	MYL10
Abcc10	ABCC10
Uts2b	UTS2B
Polr1f	POLR1F
Rprml	RPRML
Metap1	METAP1
Cdc27	CDC27
Mir218-2	MIR218-2
Slc25a26	SLC25A26
Bud23	BUD23
Smim23	SMIM23
Ntng1	NTNG1
Selenop	SELENOP
Dlk2	DLK2
Tmbim4	TMBIM4
Adh5	ADH5
Cpa1	CPA1
Hamp	HAMP
Glb1l3	GLB1L3
Gm54826	RNU6-1113P
Mag	MAG
Srcap	SRCAP
Hoxd13	HOXD13
Tjap1	TJAP1
Hoxd12	HOXD12
Hoxd11	HOXD11
Hoxd10	HOXD10
Cnot4	CNOT4
Or5t9	OR5T3
Or5t17	OR5T3
Or5t5	OR5T3
Or52e5	OR52E5
Hoxd9	HOXD9
Deaf1	DEAF1
Gon4l	YY1AP1
Hoxd8	HOXD8
Flywch2	FLYWCH2
Mir10b	MIR10B
Hoxd4	HOXD4
Gm24044	SNORA6
Gm54861	SNORA62
Krtap4-13	KRTAP4-3
Krtap4-9	KRTAP4-3
Gm11563	KRTAP4-3
Krtap4-2	KRTAP4-3
Krtap4-1	KRTAP4-3
Gm11564	KRTAP4-3
Gm11554	KRTAP4-3
Gm11569	KRTAP4-3
Gm11596	KRTAP4-3
Gm11595	KRTAP4-3
Krtap4-6	KRTAP4-3
Krtap4-8	KRTAP4-3
Krtap4-16	KRTAP4-2
Gm4559	KRTAP4-2
Krtap5-2	KRTAP4-2
Gm40460	KRTAP4-2
Gm45618	KRTAP4-2
Krtap4-16	KRTAP4-1
Gm4559	KRTAP4-1
Krtap5-2	KRTAP4-1
Gm40460	KRTAP4-1
Gm45618	KRTAP4-1
Gm22090	RNU6-482P
Mobp	MOBP
Apc	APC
Mymx	MYMX
Gm10153	KRTAP29-1
Krtap29-1	KRTAP29-1
Slc29a1	SLC29A1
Ppm1e	PPM1E
Larp4	LARP4
Adh4	ADH4
Rad51c	RAD51C
Lsr	LSR
Gm55397	RNU6-1097P
Hoxd1	HOXD1
Npc1l1	NPC1L1
Hoxd3	HOXD3
Aff3	AFF3
Adh6b	ADH6
Med12l	MED12L
Shank2	SHANK2
Adh1	ADH1A
Npw	NPW
Adh1	ADH1B
Strada	STRADA
Nol3	NOL3
Ddx56	DDX56
Adh1	ADH1C
Vps35l	VPS35L
Mir218-1	MIR218-1
Lonrf2	LONRF2
5730480H06Rik	PACRGL
Lnpep	LNPEP
Setd2	SETD2
Ceacam1	CEACAM7
Ceacam2	CEACAM7
Gm5893	CEACAM7
Ceacam10	CEACAM7
Ceacam1	CEACAM5
Ceacam2	CEACAM5
Gm5893	CEACAM5
Ceacam10	CEACAM5
Izumo1r	IZUMO1R
Chst10	CHST10
Ncapd3	NCAPD3
Ceacam1	CEACAM6
Ceacam2	CEACAM6
Gm5893	CEACAM6
Ceacam10	CEACAM6
Lix1	LIX1
Ceacam1	CEACAM3
Ceacam2	CEACAM3
Gm5893	CEACAM3
Ceacam10	CEACAM3
Hsp90ab1	HSP90AB1
Vezt	VEZT
Gm24192	RNU1-73P
Hnrnph1	HNRNPH1
Tmed4	TMED4
Lypd4	LYPD4
Dmrtc2	DMRTC2
Tuba4a	TUBA4A
Ogdh	OGDH
Rps19	RPS19
Dnajb2	DNAJB2
Slc35b2	SLC35B2
Erfl	ERFL
Nfkbie	NFKBIE
Rny1	Y_RNA
Rabac1	RABAC1
Tmem151b	TMEM151B
Tcte1	TCTE1
Aars2	AARS2
Atp1a3	ATP1A3
Asnsd1	ASNSD1
Spsb3	SPSB3
Spats1	SPATS1
Asdurf	ASDURF
Osgepl1	OSGEPL1
Ankrd65	ANKRD65
Zmiz2	ZMIZ2
Cdc5lrt1	CDC5L
Cdc5lrt5	CDC5L
Cdc5lrt7	CDC5L
Cdc5lrt9	CDC5L
Cdc5l	CDC5L
Cdc5lrt8	CDC5L
Cdc5lrt6	CDC5L
Cdc5lrt4	CDC5L
Cdc5lrt10	CDC5L
Abcf3	ABCF3
Snap47	SNAP47
Ormdl1	ORMDL1
Kifc3	KIFC3
B4galt2	B4GALT2
Ankar	ANKAR
Ap2a2	AP2A2
Olfml2b	OLFML2B
Mdm2	MDM2
Kcnip4	KCNIP4
Il20	IL20
Gm23185	RNU6-512P
Mir128-1	MIR128-1
Ubxn4	UBXN4
Dnase2b	DNASE2B
Maml1	MAML1
Setd5	SETD5
Or2l5	OR2L2
Lct	LCT
Or2l5	OR2L3
Cd79a	CD79A
Tnfrsf14	TNFRSF14
Tnfrsf10b	TNFRSF14
Hdac9	HDAC9
Dhcr7	DHCR7
Irs1	IRS1
Mgat4b	MGAT4B
Bcl2l12	BCL2L12
Rhbdd1	RHBDD1
Col4a3	COL4A3
Arl9	ARL9
Hopx	HOPX
Khdc1b	KHDC1
Khdc1a	KHDC1
Khdc1c	KHDC1
Mrap2	MRAP2
Cep162	CEP162
	PRAMEF9
Pramel23	PRAMEF9
Pramel12	PRAMEF9
	PRAMEF9
Pramel37	PRAMEF9
	PRAMEF9
Pramel22	PRAMEF9
Pramel42	PRAMEF9
Pramel21	PRAMEF9
Pramel7	PRAMEF9
Pramel29	PRAMEF9
	PRAMEF9
Pramel14	PRAMEF9
Gm13040	PRAMEF9
Pramel17	PRAMEF9
Pramel31	PRAMEF9
Pramel18	PRAMEF9
Pramel4	PRAMEF9
	PRAMEF9
Pramel38	PRAMEF9
Gm13102	PRAMEF9
	PRAMEF9
Pramel32	PRAMEF9
Pramel45	PRAMEF9
Pramel51	PRAMEF9
Gm2042	PRAMEF9
Pramel40	PRAMEF9
Gm13057	PRAMEF9
	PRAMEF9
Pramel25	PRAMEF9
Oog1	PRAMEF9
Pramel1	PRAMEF9
	PRAMEF9
Pramel26	PRAMEF9
Pramel44	PRAMEF9
Pramel50	PRAMEF9
Pramel47	PRAMEF9
Pramel48	PRAMEF9
	PRAMEF9
	PRAMEF9
Pramel57	PRAMEF9
	PRAMEF9
Pramel36	PRAMEF9
Pramel56	PRAMEF9
Oog3	PRAMEF9
	PRAMEF9
Pramel15	PRAMEF9
Pramel5	PRAMEF9
Pramel35	PRAMEF9
Pramel55	PRAMEF9
Pramel43	PRAMEF9
	PRAMEF9
Gm13043	PRAMEF9
	PRAMEF9
	PRAMEF9
Pramel19	PRAMEF9
Gm12789	PRAMEF9
	PRAMEF9
Gm16367	PRAMEF9
Pramel16	PRAMEF9
Pramel34	PRAMEF9
Pramel24	PRAMEF9
	PRAMEF9
	PRAMEF9
Pramel53	PRAMEF9
Pramel54	PRAMEF9
Pramel20	PRAMEF9
Pramel28	PRAMEF9
Pramel33	PRAMEF9
Pramel11	PRAMEF9
Pramel27	PRAMEF9
	PRAMEF9
Pramel41	PRAMEF9
Pramel30	PRAMEF9
	PRAMEF9
Pramel13	PRAMEF9
	PRAMEF9
	PRAMEF9
Pramel49	PRAMEF9
Pramel46	PRAMEF9
Pramel60	PRAMEF9
	PRAMEF9
Pramel6	PRAMEF9
Oog2	PRAMEF9
Oog4	PRAMEF9
Or2t35	OR2T35
Irf2bp2	IRF2BP2
Rbm15	RBM15
Duxbl1	DUX4
Jmjd4	JMJD4
Dnase2a	DNASE2
Tmem129	TMEM129
Klhdc7a	KLHDC7A
Mtx1	MTX1
Rny1	Y_RNA
Elof1	ELOF1
Chrna9	CHRNA9
Arl8a	ARL8A
Tm4sf20	TM4SF20
Rbm47	RBM47
Sqstm1	SQSTM1
Agfg1	AGFG1
Gpr37l1	GPR37L1
Crx	CRX
Pnrc1	PNRC1
Foxred1	FOXRED1
Srsf12	SRSF12
Snx27	SNX27
Pm20d2	PM20D2
Sh2b1	SH2B1
Gabrr1	GABRR1
Fcho1	FCHO1
Tspan4	TSPAN4
Gabrr2	GABRR2
Ccdc47	CCDC47
Apbb2	APBB2
Mrnip	MRNIP
Scml4	SCML4
Kif3c	KIF3C
Ddx42	DDX42
Clvs2	CLVS2
Nkain2	NKAIN2
Abcc5	ABCC5
Celf3	CELF3
Rnf217	RNF217
Rab10	RAB10
Fto	FTO
Tpd52l1	TPD52L1
Garem2	GAREM2
Ftsj3	FTSJ3
Armc9	ARMC9
Riiad1	RIIAD1
Ebf1	EBF1
Or6c1b	OR6C1
Or6c1	OR6C1
Acsm4	ACSM4
Mrpl9	MRPL9
Acacb	ACACB
Gh	CSH2
Irx3	IRX3
Tbxas1	TBXAS1
Taf10	TAF10
Oaz3	OAZ3
Kcnip1	KCNIP1
Cpped1	CPPED1
Tmem216	TMEM216
Hddc2	HDDC2
Shisa9	SHISA9
Dennd2b	DENND2B
Gh	GH2
Wwox	WWOX
Lingo4	LINGO4
Them5	THEM5
Hey2	HEY2
Them4	THEM4
Gabrp	GABRP
Txlnb	TXLNB
S100a10	S100A10
Zfp385c	ZNF385C
Tmem33	TMEM33
Stil	STIL
Smarcd2	SMARCD2
Cited2	CITED2
Shcbp1	SHCBP1
Mpc1	MPC1
Dvl3	DVL3
Rps6ka2	RPS6KA2
Rasa4	RASA4B
Adamts3	ADAMTS3
Vps35	VPS35
Plcxd3	PLCXD3
Enc1	ENC1
Pou6f1	POU6F1
Hexb	HEXB
Afp	AFP
Ap2m1	AP2M1
Eif2s3y	EIF2S3B
Bloc1s1	BLOC1S1
Orc6	ORC6
Wipi2	WIPI2
Clec1b	CLEC1B
Afm	AFM
H4c18	H4C16
H4c4	H4C16
1700113H08Rik	C12orf42
Mylk3	MYLK3
Ppef2	PPEF2
Znhit3	ZNHIT3
Tent2	TENT2
4921524J17Rik	C16orf87
Rps3a1	RPS3A
Ramac	RAMACL
Ramacl	RAMACL
Piwil1	PIWIL1
Trdn	TRDN
Slc29a4	SLC29A4
Gpt2	GPT2
Myo19	MYO19
Kplce	KPLCE
Terc	Telomerase-vert
Gm55883	Telomerase-vert
Actrt3	ACTRT3
Mynn	MYNN
Mtx3	MTX3
Dnaja2	DNAJA2
Ncdn	NCDN
Camk2b	CAMK2B
Lrrc1	LRRC1
Thbs4	THBS4
Lrrc34	LRRC34
Mlip	MLIP
Snord73b	SNORD73B
Sh3d19	SH3D19
Ran	RAN
Fstl4	FSTL4
Tfap2e	TFAP2E
Pomc	POMC
Lrrc31	LRRC31
Kdm3b	KDM3B
Col4a4	COL4A4
Samd7	SAMD7
Sbf2	SBF2
Pigw	PIGW
Ggnbp2	GGNBP2
Sec62	SEC62
Neu4	NEU4
Kremen2	KREMEN2
Etf1	ETF1
Snord73a	SNORD73A
Prss48	PRSS48
Hpdl	HPDL
Or2l5	OR2L5
Dhrs11	DHRS11
Selenon	SELENON
F11	F11
Rxylt1	RXYLT1
Ogfrl1	OGFRL1
Mrm1	MRM1
Mir30c-2	MIR30C2
Mab21l3	MAB21L3
Mir30a	MIR30A
Gpr160	GPR160
1700001C19Rik	CIMIP3
Morn3	MORN3
Arid1b	ARID1B
Tmem131l	TMEM131L
Pdcd1	PDCD1
Tmem120b	TMEM120B
Nfasc	NFASC
Sh3rf2	SH3RF2
Tmc8	TMC8
Lrriq4	LRRIQ4
Tex264	TEX264
Plac8l1	PLAC8L1
Rhof	RHOF
Col6a3	COL6A3
Lars	LARS1
Brd7	BRD7
Grm2	GRM2
Gh	CSH1
Cd79b	CD79B
Tlr2	TLR2
Iqcf6	IQCF6
Agap2	AGAP2
Ncbp2	NCBP2
Ascl3	ASCL3
Prkaca	PRKACA
Or51f1d	OR51F1
Or51f1e	OR51F1
Or51f1	OR51F1
Vps11	VPS11
Slc13a2	SLC13A2
Snrnp25	SNRNP25
Sfrp2	SFRP2
Ncbp2as2	NCBP2AS2
Mir26a-2	MIR26A2
Bicdl1	BICDL1
Ablim2	ABLIM2
Rybp	RYBP
Tsc22d2	TSC22D2
SMIM46	SMIM46
Fpr1	FPR1
Rab35	RAB35
Cntn2	CNTN2
Tyk2	TYK2
Col6a6	COL6A6
Foxn1	FOXN1
Gcn1	GCN1
Wrap53	WRAP53
Pou2af2	POU2AF2
Pou2af3	POU2AF3
Tnfaip3	TNFAIP3
Slc35b3	SLC35B3
Acox3	ACOX3
Ddx10	DDX10
Pkd1l2	PKD1L2
Tbc1d32	TBC1D32
Snrk	SNRK
Rnf26rt	RNF26
Rnf26	RNF26
Gm49380	RNF26
C1qtnf5	C1QTNF5
Mfrp	MFRP
Bahcc1	BAHCC1
Gask1a	GASK1A
Usp2	USP2
Des	DES
Tmc6	TMC6
Hrh1	HRH1
Atg7	ATG7
Sult2a7	SULT2A1
Sult2a6	SULT2A1
Sult2a2	SULT2A1
Sult2a3	SULT2A1
Sult2a1	SULT2A1
Sult2a8	SULT2A1
Sult2a5	SULT2A1
Sult2a4	SULT2A1
Palb2	PALB2
Actmap	ACTMAP
Abhd18	ABHD18
Scn2a	SCN2A
Plekha8	PLEKHA8
Wfikkn1	WFIKKN1
Thy1	THY1
Pdgfc	PDGFC
Snrpa	SNRPA
Mettl26	METTL26
Sypl2	SYPL2
Ccsap	CCSAP
Ccdc153	CCDC153
Mia	MIA
Trim61	TRIM61
Gm55274	RN7SKP276
Frg1	FRG1
Acta1	ACTA1
Itpkc	ITPKC
Fbxl16	FBXL16
Vgll4	VGLL4
Zfp69	ZFP69
Ccnd1	CCND1
Stat5b	STAT5B
Frg2f1	FRG2
Mslnl	MSLNL
Rpusd1	RPUSD1
Mturn	MTURN
Pxn	PXN
LTO1	LTO1
Gcc1	GCC1
Gm55138	SNORA73A
Snora73a	SNORA73A
Snora73b	SNORA73A
Trnau1ap	TRNAU1AP
Arf5	ARF5
Mast1	MAST1
Limch1	LIMCH1
Rbm27	RBM27
Rptor	RPTOR
Snord99	SNORD99
Snora16a	SNORA16A
Rab42	RAB42
Fgf15	FGF19
Chtf18	CHTF18
Cdk18	CDK18
Pla2g4c	PLA2G4C
Fgf4	FGF4
Kcnk12	KCNK12
Cxcr5	CXCR5
Ablim3	ABLIM3
Fbxo11	FBXO11
Fscn3	FSCN3
Bcl9l	BCL9L
Pax4	PAX4
Upk2	UPK2
Foxr1	FOXR1
Hmbs	HMBS
Rarb	RARB
Impdh1	IMPDH1
Zswim9	ZSWIM9
Gng13	GNG13
Srrm2	SRRM2
Gsta3	GSTA5
Gm24407	RNU4-2
Afap1l1	AFAP1L1
Gm24265	RNU4-1
Wnt5b	WNT5B
Golt1a	GOLT1A
Plekha6	PLEKHA6
Lpo	LPO
Sesn1	SESN1
Fbxl14	FBXL14
Eif2ak3	EIF2AK3
Grpel2	GRPEL2
Erc1	ERC1
Pcyox1l	PCYOX1L
Il17b	IL17B
Gm26227	RNU6-653P
Gm24003	RNU6-653P
Gm23434	RNU6-653P
Gm23851	RNU6-653P
Zmym1	ZMYM1
Cep57l1	CEP57L1
Mpo	MPO
Tspoap1	TSPOAP1
Mir143	MIR143
Mir145a	MIR145
Myoz3	MYOZ3
Zfp213	ZNF213
Trmt10c	TRMT10C
1700028K03Rik	C1orf146
Bhlhe41	BHLHE41
Rbm22	RBM22
Atp13a3	ATP13A3
Glmn	GLMN
Rassf8	RASSF8
Cerkl	CERKL
Actr3b	ACTR3C
Dctn4	DCTN4
Cdhr4	CDHR4
Galnt17	GALNT17
Trim72	TRIM72
Rusf1	RUSF1
Inka1	INKA1
Dnajb6	DNAJB6
Uba7	UBA7
Muc19	MUC19
Rpap2	RPAP2
Avil	AVIL
Mir142	MIR142
Supt4a	SUPT4H1
Traip	TRAIP
Cbln1	CBLN1
Gm25176	RNU4-59P
Rnf43	RNF43
Or10x1	OR10X1
Or10x4	OR10X1
Smim3	SMIM3
Emp3	EMP3
Igtp	IRGM
Irgm1	IRGM
Irgm2	IRGM
Mndal	MNDA
Ifi205	MNDA
Ifi211	MNDA
Ifi204	MNDA
Neurod1	NEUROD1
Or10j3b	OR10J3
Or10j3	OR10J3
Or14p1	OR14A16
Slc36a1	SLC36A1
Or11l3	OR11L1
Trim58	TRIM58
Gmppa	GMPPA
Clec2g	CLEC2D
Clec2i	CLEC2D
Clec2h	CLEC2D
Clec2e	CLEC2D
Clec2d	CLEC2D
Lig1	LIG1
Or2w3	OR2W3
Or2w3b	OR2W3
Or2aj4	OR2AJ1
Or2aj6	OR2AJ1
Or2aj5	OR2AJ1
Or2l5	OR2L8
Unc13d	UNC13D
Or6p1	OR6Y1
Zscan20	ZSCAN20
Celf1	CELF1
Trim26	TRIM26
Or2t6	OR2T6
Camkv	CAMKV
Myoc	MYOC
Gabrd	GABRD
Psme3ip1	PSME3IP1
Ptprn2	PTPRN2
Fat2	FAT2
Cd69	CD69
Ptp4a1	PTP4A1
Ptp4a1	PTP4A1
Ccng1	CCNG1
Myb	MYB
Zbtb17	ZBTB17
Capza2	CAPZA2
6330403K07Rik	
Ctc1	CTC1
Rnf145	RNF145
Sp3	SP3
Smim38	SMIM38
Ms4a1	MS4A1
Cdh5	CDH5
Clec12a	CLEC12A
Mst1r	MST1R
Srarp	SRARP
Hspb7	HSPB7
Nlrp10	NLRP10
Ikzf2	IKZF2
Clcnkb	CLCNKA
Clcnka	CLCNKA
Zfp78	PRDM9
Chfr	CHFR
Terb1	TERB1
Smim35	SMIM35
Tmem138	TMEM138
Fam131c	FAM131C
Nae1	NAE1
Mob3a	MOB3A
Or2t44	OR2T8
Mon1a	MON1A
Efhd2	EFHD2
Magi2	MAGI2
Izumo4	IZUMO4
Lmo1	LMO1
Nlrp1b	NLRP1
Nlrp1a	NLRP1
Pth2r	PTH2R
Rbm6	RBM6
Or6f1	OR6F1
Gm428	MSANTD5
BC049762	MSANTD5
Gm38423	MSANTD5
Gm11237	MSANTD5
Msantd5	MSANTD5
Gm13871	MSANTD5
Gm11487	MSANTD5
Gm11757	MSANTD5
Gm11236	MSANTD5
Gm11238	MSANTD5
Gm11758	MSANTD5
Gm11756	MSANTD5
Gm11239	MSANTD5
Or9s18	OR9H1P
Stk33	STK33
Or10k2	OR10K1
Or2t44	OR2T12
Wwc1	WWC1
Or2t44	OR2T33
Zbtb8a	ZBTB8A
Ugt1a2	UGT1A3
Ugt1a5	UGT1A3
Zbtb8os	ZBTB8OS
Trib2	TRIB2
Ugt1a9	UGT1A8
Ugt1a8	UGT1A8
Ugt1a10	UGT1A8
Zfp605	ZNF605
Ugt1a2	UGT1A5
Ugt1a5	UGT1A5
Faap24	FAAP24
Nras	NRAS
Sike1	SIKE1
Astl	ASTL
Rnf212	RNF212
Pcsk4	PCSK4
Ugt1a9	UGT1A7
Ugt1a8	UGT1A7
Ugt1a10	UGT1A7
Rars	RARS1
Or4f4-ps1	OR4F5
Or4f17-ps1	OR4F5
Or4f4b	OR4F5
Gm23725	U6
Dennd5b	DENND5B
Or2t35	OR2T2
Igkv15-103	IGKV1-6
Or13g1	OR13G1
Igkv18-36	IGKV3-7
Igkv15-103	IGKV1-8
Igkv15-103	IGKV1-9
Igkv18-36	IGKV3-11
Or6n1	OR6N1
Igkv15-103	IGKV1-12
Or10z1	OR10Z1
Igkv18-36	IGKV3-15
Spta1	SPTA1
Carns1	CARNS1
Igkv15-103	IGKV1-16
Igkv15-103	IGKV1-17
Igkv18-36	IGKV3-20
Igkv5-45	IGKV6-21
Igkv5-39	IGKV6-21
Igkv5-43	IGKV6-21
Igkv5-37	IGKV6-21
Igkv5-48	IGKV6-21
Gm1043	C4orf50
Igkv2-137	IGKV2-30
Gm20730	IGKV2-30
Igkv2-112	IGKV2-30
Pde4c	PDE4C
Smim31	SMIM31
Igkv15-103	IGKV1-37
Igkv15-103	IGKV1-39
Igkv2-109	IGKV2-40
Fbll1	FBLL1
Pank3	PANK3
Igkv2-109	IGKV2D-40
Igkv15-103	IGKV1D-39
Igkv15-103	IGKV1D-37
Ankrd42	ANKRD42
Mir103-1	MIR103A1
Igkv2-137	IGKV2D-30
Gm20730	IGKV2D-30
Igkv2-112	IGKV2D-30
Golga3	GOLGA3
Gm23264	RNU6-738P
Igkv2-109	IGKV2D-26
Zranb2	ZRANB2
Igkv5-45	IGKV6D-21
Igkv5-39	IGKV6D-21
Igkv5-43	IGKV6D-21
Igkv5-37	IGKV6D-21
Igkv5-48	IGKV6D-21
Igkv18-36	IGKV3D-20
Igkv5-45	IGKV6D-41
Igkv5-39	IGKV6D-41
Igkv5-43	IGKV6D-41
Igkv5-37	IGKV6D-41
Igkv5-48	IGKV6D-41
Igkv15-103	IGKV1D-17
Igkv15-103	IGKV1D-16
Igkv18-36	IGKV3D-15
Igkv15-103	IGKV1D-13
